id,type,central_char,surrounding_char,trial_number,trial_type,key_pressed,correct,reaction_time
2938M20,Niezgodny,right,left,0,training,left,False,0.34745700005441904
2938M20,Zgodny,left,left,1,training,left,True,0.3045194000005722
2938M20,Niezgodny,right,left,2,training,no_key,False,-1.0
2938M20,Niezgodny,right,neutral,3,training,no_key,False,-1.0
2938M20,Niezgodny,left,neutral,4,training,no_key,False,-1.0
2938M20,Niezgodny,right,neutral,0,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,1,experimental,no_key,False,-1.0
2938M20,Zgodny,left,left,2,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,3,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,4,experimental,no_key,False,-1.0
2938M20,Zgodny,right,right,5,experimental,no_key,False,-1.0
2938M20,Zgodny,right,right,6,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,neutral,7,experimental,no_key,False,-1.0
2938M20,Zgodny,left,left,8,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,9,experimental,no_key,False,-1.0
2938M20,Zgodny,right,right,0,experimental,no_key,False,-1.0
2938M20,Zgodny,left,left,1,experimental,no_key,False,-1.0
2938M20,Niezgodny,right,left,2,experimental,no_key,False,-1.0
2938M20,Zgodny,left,left,3,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,4,experimental,no_key,False,-1.0
2938M20,Zgodny,right,right,5,experimental,no_key,False,-1.0
2938M20,Zgodny,left,left,6,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,neutral,7,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,8,experimental,no_key,False,-1.0
2938M20,Niezgodny,left,right,9,experimental,no_key,False,-1.0
